sex,age,height,weight,duration,heart_rate,body_temp,calorie_burn_rate,calories
male,21,165.0,70.0,12.0,103.0,40.1,4.916666666666667,59.0
male,60,187.0,83.0,7.0,91.0,39.4,5.285714285714286,37.0
female,53,162.0,58.0,30.0,111.0,40.8,7.133333333333334,214.0
male,46,173.0,81.0,13.0,88.0,40.2,4.076923076923077,53.0
male,20,188.0,89.0,7.0,95.0,39.3,4.0,28.0
male,22,189.0,92.0,27.0,113.0,40.7,6.925925925925926,187.0
female,55,170.0,72.0,21.0,99.0,40.7,5.666666666666667,119.0
female,41,182.0,77.0,23.0,115.0,40.6,7.086956521739131,163.0
male,20,189.0,90.0,16.0,96.0,40.1,4.1875,67.0
female,78,166.0,68.0,20.0,98.0,40.1,6.05,121.0
male,42,188.0,93.0,10.0,88.0,39.7,4.1,41.0
male,48,175.0,75.0,17.0,95.0,40.3,5.117647058823529,87.0
male,35,191.0,94.0,17.0,96.0,40.3,5.0,85.0
male,62,183.0,86.0,19.0,97.0,40.9,6.315789473684211,120.0
female,20,165.0,61.0,28.0,102.0,41.0,5.535714285714286,155.0
female,24,157.0,51.0,9.0,89.0,39.8,4.333333333333333,39.0
male,56,196.0,94.0,5.0,86.0,39.0,4.6,23.0
female,36,168.0,69.0,26.0,104.0,41.1,5.923076923076923,154.0
female,62,162.0,67.0,12.0,99.0,40.2,5.916666666666667,71.0
male,46,189.0,89.0,20.0,95.0,40.5,5.3,106.0
male,48,203.0,106.0,17.0,98.0,40.5,6.235294117647059,106.0
male,45,190.0,94.0,19.0,100.0,40.4,6.105263157894737,116.0
male,62,181.0,81.0,27.0,108.0,40.6,7.851851851851852,212.0
female,30,171.0,71.0,8.0,75.0,39.6,2.75,22.0
male,55,172.0,73.0,17.0,89.0,40.3,4.470588235294118,76.0
female,38,177.0,78.0,4.0,79.0,38.9,3.25,13.0
male,73,189.0,91.0,29.0,106.0,40.9,8.310344827586206,241.0
male,68,190.0,95.0,15.0,94.0,40.2,6.333333333333333,95.0
female,66,156.0,54.0,9.0,77.0,39.5,3.7777777777777777,34.0
male,47,200.0,103.0,3.0,72.0,39.1,2.3333333333333335,7.0
male,50,184.0,83.0,27.0,100.0,40.9,6.111111111111111,165.0
female,56,172.0,65.0,27.0,108.0,41.0,6.777777777777778,183.0
male,64,188.0,92.0,14.0,87.0,40.4,5.0,70.0
female,21,156.0,56.0,1.0,86.0,37.4,4.0,4.0
male,58,188.0,90.0,6.0,81.0,39.0,3.8333333333333335,23.0
male,71,179.0,90.0,15.0,94.0,40.0,6.4,96.0
female,26,180.0,73.0,14.0,99.0,40.0,5.142857142857143,72.0
male,43,192.0,100.0,16.0,100.0,40.5,6.125,98.0
female,20,170.0,68.0,8.0,85.0,39.4,3.625,29.0
male,72,183.0,94.0,9.0,88.0,39.6,5.555555555555555,50.0
female,67,167.0,70.0,21.0,104.0,40.7,6.476190476190476,136.0
male,32,187.0,85.0,19.0,99.0,40.7,5.157894736842105,98.0
female,27,149.0,50.0,19.0,98.0,40.4,5.368421052631579,102.0
male,35,172.0,79.0,25.0,103.0,41.3,5.76,144.0
female,43,188.0,83.0,25.0,113.0,40.7,6.84,171.0
male,59,170.0,74.0,22.0,103.0,40.6,6.818181818181818,150.0
male,51,181.0,87.0,10.0,85.0,39.7,4.0,40.0
female,26,169.0,68.0,9.0,85.0,39.5,3.7777777777777777,34.0
male,79,199.0,101.0,11.0,97.0,40.1,7.454545454545454,82.0
male,56,184.0,88.0,7.0,89.0,39.4,4.857142857142857,34.0
female,25,170.0,70.0,2.0,84.0,38.5,3.5,7.0
male,43,192.0,94.0,25.0,109.0,40.5,7.36,184.0
male,25,177.0,75.0,10.0,96.0,39.7,4.1,41.0
male,78,187.0,88.0,22.0,98.0,40.8,7.2727272727272725,160.0
male,30,176.0,78.0,8.0,87.0,39.6,3.125,25.0
male,27,183.0,84.0,27.0,118.0,40.8,7.7407407407407405,209.0
male,24,166.0,63.0,13.0,99.0,39.9,4.3076923076923075,56.0
male,74,180.0,84.0,22.0,107.0,40.6,8.363636363636363,184.0
male,35,185.0,87.0,11.0,85.0,40.0,3.1818181818181817,35.0
female,59,150.0,59.0,8.0,89.0,39.6,4.875,39.0
female,64,163.0,65.0,25.0,99.0,40.9,5.96,149.0
female,49,177.0,70.0,26.0,110.0,40.7,6.769230769230769,176.0
female,54,164.0,61.0,17.0,96.0,40.4,5.529411764705882,94.0
male,24,183.0,83.0,26.0,109.0,40.6,6.230769230769231,162.0
male,45,183.0,86.0,16.0,98.0,40.2,5.625,90.0
male,31,184.0,83.0,2.0,83.0,37.9,2.5,5.0
male,32,181.0,84.0,17.0,101.0,40.0,5.411764705882353,92.0
female,77,176.0,76.0,9.0,85.0,39.3,4.555555555555555,41.0
male,37,168.0,68.0,25.0,97.0,41.1,4.72,118.0
female,30,185.0,84.0,9.0,85.0,39.6,3.5555555555555554,32.0
male,22,155.0,60.0,6.0,92.0,39.3,3.0,18.0
female,55,160.0,62.0,4.0,87.0,39.1,4.5,18.0
female,50,165.0,68.0,27.0,105.0,41.0,6.296296296296297,170.0
female,46,167.0,62.0,28.0,102.0,40.5,6.0,168.0
male,44,175.0,80.0,5.0,91.0,39.2,4.4,22.0
female,39,177.0,72.0,21.0,92.0,40.2,4.666666666666667,98.0
male,54,194.0,95.0,24.0,96.0,40.7,5.958333333333333,143.0
female,23,162.0,59.0,2.0,83.0,38.4,3.5,7.0
female,33,159.0,60.0,20.0,94.0,40.5,4.95,99.0
female,44,158.0,57.0,28.0,111.0,41.0,7.0,196.0
male,51,185.0,86.0,3.0,82.0,38.8,3.6666666666666665,11.0
female,24,159.0,58.0,3.0,88.0,38.5,4.0,12.0
male,30,183.0,86.0,9.0,87.0,39.7,3.2222222222222223,29.0
male,63,173.0,79.0,18.0,92.0,40.5,5.444444444444445,98.0
female,79,165.0,59.0,14.0,100.0,39.8,6.428571428571429,90.0
male,42,195.0,95.0,17.0,105.0,40.2,6.764705882352941,115.0
male,40,184.0,87.0,5.0,88.0,39.5,4.0,20.0
female,22,153.0,56.0,29.0,117.0,40.9,7.241379310344827,210.0
male,39,191.0,93.0,21.0,97.0,40.5,5.333333333333333,112.0
male,23,187.0,87.0,16.0,92.0,40.4,3.6875,59.0
female,42,179.0,80.0,9.0,87.0,39.9,4.111111111111111,37.0
female,71,155.0,57.0,21.0,103.0,40.5,6.619047619047619,139.0
male,73,176.0,81.0,22.0,102.0,40.8,7.5,165.0
female,20,164.0,61.0,18.0,94.0,40.6,4.666666666666667,84.0
male,32,182.0,86.0,29.0,110.0,40.8,6.827586206896552,198.0
female,39,164.0,58.0,25.0,106.0,40.6,6.36,159.0
female,73,190.0,91.0,18.0,103.0,40.1,6.166666666666667,111.0
male,22,196.0,89.0,13.0,96.0,40.0,4.3076923076923075,56.0
male,77,186.0,93.0,7.0,81.0,39.2,4.714285714285714,33.0
female,39,174.0,72.0,20.0,93.0,40.6,4.75,95.0
female,22,148.0,51.0,19.0,102.0,40.5,5.7368421052631575,109.0
female,40,162.0,60.0,14.0,91.0,39.9,4.714285714285714,66.0
male,26,191.0,93.0,12.0,93.0,40.0,4.083333333333333,49.0
female,46,161.0,54.0,10.0,88.0,40.2,4.6,46.0
male,29,190.0,90.0,2.0,88.0,38.6,3.5,7.0
male,41,179.0,81.0,30.0,105.0,40.8,6.4,192.0
male,31,203.0,110.0,7.0,84.0,39.4,3.4285714285714284,24.0
female,38,178.0,77.0,7.0,87.0,39.6,4.0,28.0
male,35,201.0,108.0,10.0,95.0,39.5,5.2,52.0
male,31,178.0,80.0,27.0,107.0,40.7,6.185185185185185,167.0
female,43,150.0,54.0,23.0,106.0,40.7,6.478260869565218,149.0
female,32,176.0,70.0,24.0,101.0,40.6,5.541666666666667,133.0
female,22,169.0,62.0,19.0,99.0,40.3,5.2631578947368425,100.0
male,43,187.0,92.0,23.0,102.0,40.7,6.260869565217392,144.0
male,24,169.0,73.0,26.0,118.0,40.6,7.346153846153846,191.0
male,70,189.0,87.0,12.0,88.0,40.3,5.333333333333333,64.0
female,25,157.0,54.0,5.0,85.0,39.1,4.0,20.0
female,29,147.0,50.0,15.0,97.0,40.0,5.333333333333333,80.0
female,52,169.0,67.0,18.0,96.0,40.1,5.388888888888889,97.0
female,56,164.0,68.0,10.0,96.0,39.8,5.4,54.0
male,51,190.0,87.0,25.0,103.0,40.4,6.72,168.0
male,21,188.0,93.0,14.0,91.0,40.3,3.5714285714285716,50.0
male,47,190.0,88.0,26.0,109.0,40.6,7.423076923076923,193.0
female,69,164.0,65.0,23.0,113.0,40.4,7.521739130434782,173.0
female,58,162.0,62.0,25.0,103.0,40.9,6.32,158.0
female,47,173.0,67.0,2.0,86.0,38.1,4.0,8.0
female,28,163.0,64.0,14.0,98.0,40.4,5.214285714285714,73.0
female,39,171.0,63.0,3.0,84.0,38.9,4.0,12.0
male,29,184.0,89.0,14.0,95.0,40.1,4.5,63.0
male,31,189.0,88.0,27.0,110.0,40.6,6.814814814814815,184.0
male,66,178.0,82.0,6.0,87.0,39.5,4.833333333333333,29.0
male,23,185.0,89.0,27.0,109.0,40.7,6.296296296296297,170.0
female,23,140.0,50.0,21.0,93.0,41.0,4.761904761904762,100.0
female,79,178.0,80.0,25.0,104.0,40.5,6.52,163.0
female,49,166.0,63.0,8.0,95.0,39.4,5.25,42.0
female,25,179.0,75.0,2.0,77.0,38.3,3.0,6.0
female,32,160.0,59.0,6.0,79.0,39.6,3.3333333333333335,20.0
female,32,174.0,69.0,2.0,77.0,38.2,3.0,6.0
male,35,194.0,99.0,5.0,86.0,39.1,3.6,18.0
female,30,171.0,67.0,4.0,82.0,38.8,3.5,14.0
female,62,171.0,75.0,12.0,92.0,39.8,5.0,60.0
female,52,152.0,58.0,13.0,98.0,40.4,5.6923076923076925,74.0
female,53,179.0,76.0,30.0,114.0,40.7,7.2,216.0
female,38,156.0,56.0,19.0,93.0,40.3,4.947368421052632,94.0
female,66,165.0,63.0,26.0,98.0,40.7,5.884615384615385,153.0
female,63,181.0,77.0,30.0,106.0,40.5,6.5,195.0
female,21,184.0,69.0,14.0,98.0,40.3,5.0,70.0
male,26,183.0,86.0,2.0,82.0,38.0,2.5,5.0
male,57,198.0,100.0,24.0,108.0,40.8,8.041666666666666,193.0
female,79,151.0,51.0,4.0,83.0,39.1,4.75,19.0
male,29,173.0,71.0,4.0,81.0,39.1,2.0,8.0
female,25,185.0,79.0,27.0,90.0,40.7,4.111111111111111,111.0
female,50,148.0,55.0,24.0,109.0,40.8,6.916666666666667,166.0
male,76,186.0,92.0,25.0,100.0,40.8,7.56,189.0
male,31,187.0,88.0,12.0,101.0,40.1,5.416666666666667,65.0
male,29,183.0,78.0,22.0,93.0,40.6,3.9545454545454546,87.0
male,37,191.0,93.0,18.0,88.0,39.9,3.888888888888889,70.0
female,79,163.0,62.0,8.0,83.0,39.2,4.5,36.0
male,50,182.0,85.0,14.0,90.0,40.2,4.642857142857143,65.0
female,50,173.0,72.0,8.0,89.0,39.7,4.5,36.0
male,43,182.0,90.0,21.0,102.0,40.4,6.238095238095238,131.0
female,23,160.0,55.0,28.0,113.0,41.0,6.857142857142857,192.0
male,22,172.0,73.0,25.0,100.0,40.5,4.56,114.0
female,41,176.0,75.0,18.0,101.0,40.5,5.611111111111111,101.0
female,77,153.0,58.0,8.0,90.0,39.5,5.25,42.0
male,63,188.0,95.0,24.0,105.0,40.6,7.75,186.0
female,32,170.0,70.0,10.0,98.0,39.7,5.2,52.0
female,39,158.0,63.0,11.0,87.0,39.6,4.2727272727272725,47.0
female,25,170.0,68.0,23.0,90.0,40.5,4.260869565217392,98.0
female,77,160.0,61.0,9.0,82.0,39.3,4.444444444444445,40.0
female,21,172.0,68.0,21.0,97.0,40.6,4.9523809523809526,104.0
female,36,161.0,58.0,17.0,90.0,40.2,4.588235294117647,78.0
female,69,167.0,68.0,5.0,85.0,39.2,4.4,22.0
male,20,190.0,85.0,22.0,103.0,40.6,5.181818181818182,114.0
female,66,173.0,71.0,9.0,92.0,39.9,5.111111111111111,46.0
female,28,154.0,60.0,25.0,102.0,40.7,5.68,142.0
female,20,155.0,51.0,11.0,86.0,39.9,4.0,44.0
male,50,180.0,83.0,29.0,116.0,41.2,8.517241379310345,247.0
female,36,159.0,62.0,23.0,105.0,40.5,6.130434782608695,141.0
male,29,194.0,95.0,16.0,99.0,40.1,5.1875,83.0
male,61,170.0,78.0,8.0,93.0,39.3,5.5,44.0
female,27,176.0,69.0,6.0,82.0,39.2,3.5,21.0
male,29,196.0,103.0,7.0,83.0,39.7,3.0,21.0
female,34,163.0,61.0,1.0,74.0,38.2,3.0,3.0
female,44,160.0,57.0,22.0,107.0,40.6,6.545454545454546,144.0
male,31,171.0,72.0,20.0,99.0,40.4,4.8,96.0
male,25,187.0,90.0,19.0,92.0,40.4,3.8421052631578947,73.0
female,30,147.0,53.0,28.0,117.0,40.6,7.428571428571429,208.0
female,50,155.0,59.0,18.0,113.0,40.3,7.277777777777778,131.0
male,41,190.0,88.0,24.0,103.0,40.6,6.25,150.0
female,21,148.0,52.0,15.0,92.0,40.0,4.6,69.0
female,33,157.0,60.0,3.0,80.0,38.7,3.3333333333333335,10.0
female,29,156.0,54.0,28.0,102.0,40.8,5.785714285714286,162.0
female,57,155.0,55.0,19.0,99.0,40.3,5.947368421052632,113.0
male,49,186.0,85.0,17.0,94.0,40.5,5.176470588235294,88.0
female,25,156.0,60.0,28.0,110.0,40.8,6.5,182.0
female,41,186.0,81.0,10.0,95.0,39.3,4.9,49.0
female,34,158.0,61.0,12.0,85.0,39.9,4.0,48.0
female,24,157.0,56.0,25.0,107.0,40.8,6.2,155.0
male,63,208.0,112.0,16.0,92.0,39.9,6.1875,99.0
female,63,172.0,70.0,3.0,85.0,38.6,4.333333333333333,13.0
male,42,178.0,81.0,27.0,106.0,40.8,6.592592592592593,178.0
male,20,182.0,82.0,20.0,92.0,40.2,3.45,69.0
male,54,197.0,99.0,18.0,112.0,40.6,8.444444444444445,152.0
female,72,158.0,59.0,2.0,71.0,38.6,3.0,6.0
female,65,157.0,59.0,4.0,82.0,38.7,4.25,17.0
male,51,169.0,69.0,20.0,100.0,40.1,5.85,117.0
female,76,153.0,55.0,14.0,93.0,40.0,5.642857142857143,79.0
female,28,166.0,62.0,22.0,99.0,40.5,5.363636363636363,118.0
male,20,172.0,73.0,6.0,84.0,39.4,2.0,12.0
female,20,161.0,60.0,29.0,107.0,40.3,6.103448275862069,177.0
female,37,158.0,57.0,27.0,106.0,40.8,6.333333333333333,171.0
male,60,162.0,72.0,6.0,89.0,39.1,4.666666666666667,28.0
female,21,156.0,55.0,19.0,108.0,40.5,6.2631578947368425,119.0
female,66,156.0,61.0,5.0,81.0,38.9,4.2,21.0
male,49,173.0,76.0,25.0,109.0,40.8,7.28,182.0
male,50,176.0,80.0,13.0,89.0,40.1,4.384615384615385,57.0
male,71,187.0,97.0,13.0,90.0,40.3,5.923076923076923,77.0
male,26,182.0,84.0,5.0,81.0,39.1,2.2,11.0
male,45,179.0,82.0,26.0,107.0,40.6,6.923076923076923,180.0
female,51,159.0,58.0,26.0,112.0,40.8,7.1923076923076925,187.0
male,77,182.0,91.0,27.0,107.0,40.8,8.62962962962963,233.0
female,56,160.0,57.0,25.0,104.0,40.2,6.44,161.0
male,28,183.0,90.0,12.0,88.0,39.9,3.4166666666666665,41.0
male,30,193.0,95.0,26.0,115.0,40.9,7.653846153846154,199.0
female,43,165.0,64.0,27.0,111.0,40.6,6.851851851851852,185.0
female,53,139.0,48.0,29.0,101.0,40.6,6.206896551724138,180.0
female,78,175.0,74.0,19.0,101.0,40.4,6.2631578947368425,119.0
female,60,157.0,61.0,12.0,93.0,40.1,5.25,63.0
male,29,186.0,90.0,8.0,91.0,39.6,3.875,31.0
male,49,190.0,97.0,4.0,88.0,39.1,4.5,18.0
female,21,162.0,63.0,8.0,91.0,39.8,4.375,35.0
male,27,185.0,87.0,7.0,89.0,39.6,3.4285714285714284,24.0
male,72,179.0,81.0,21.0,97.0,40.6,6.666666666666667,140.0
female,67,168.0,64.0,6.0,95.0,39.2,5.666666666666667,34.0
female,51,154.0,56.0,15.0,96.0,40.6,5.533333333333333,83.0
male,75,176.0,77.0,20.0,95.0,40.4,6.45,129.0
male,25,189.0,90.0,21.0,102.0,40.5,5.380952380952381,113.0
male,21,188.0,87.0,24.0,98.0,40.9,4.5,108.0
male,26,184.0,85.0,17.0,96.0,40.4,4.411764705882353,75.0
male,24,195.0,98.0,20.0,96.0,40.6,4.6,92.0
male,20,194.0,92.0,10.0,92.0,39.7,3.7,37.0
female,77,160.0,63.0,9.0,98.0,39.6,6.111111111111111,55.0
male,62,181.0,83.0,13.0,94.0,40.1,5.769230769230769,75.0
male,47,182.0,83.0,24.0,100.0,40.8,5.958333333333333,143.0
male,33,189.0,88.0,10.0,90.0,39.7,3.9,39.0
female,27,160.0,61.0,16.0,99.0,40.3,5.375,86.0
female,32,155.0,56.0,27.0,107.0,40.4,6.37037037037037,172.0
male,20,169.0,70.0,22.0,97.0,40.5,3.9545454545454546,87.0
male,49,171.0,71.0,11.0,98.0,40.2,5.545454545454546,61.0
male,20,180.0,77.0,16.0,95.0,40.2,3.8125,61.0
female,63,155.0,58.0,14.0,88.0,40.2,4.857142857142857,68.0
male,53,183.0,84.0,22.0,103.0,40.5,6.7272727272727275,148.0
female,25,172.0,70.0,2.0,84.0,38.5,3.5,7.0
female,25,157.0,58.0,29.0,104.0,40.8,5.896551724137931,171.0
male,31,178.0,80.0,11.0,95.0,39.6,4.363636363636363,48.0
male,31,187.0,82.0,27.0,105.0,40.5,5.925925925925926,160.0
male,70,150.0,59.0,1.0,80.0,37.9,4.0,4.0
female,27,163.0,65.0,12.0,84.0,39.9,3.6666666666666665,44.0
female,54,166.0,68.0,12.0,94.0,40.1,5.166666666666667,62.0
female,57,139.0,44.0,28.0,108.0,40.9,7.071428571428571,198.0
female,62,185.0,77.0,13.0,84.0,40.4,4.153846153846154,54.0
female,22,145.0,50.0,3.0,89.0,38.7,4.333333333333333,13.0
female,52,181.0,76.0,19.0,98.0,40.2,5.473684210526316,104.0
female,35,181.0,76.0,28.0,107.0,40.9,6.142857142857143,172.0
female,58,170.0,72.0,11.0,97.0,40.1,5.545454545454546,61.0
male,61,184.0,83.0,12.0,86.0,39.9,4.5,54.0
male,23,170.0,68.0,16.0,88.0,40.6,2.6875,43.0
female,50,163.0,64.0,12.0,94.0,40.3,5.166666666666667,62.0
female,51,162.0,59.0,11.0,89.0,40.0,4.7272727272727275,52.0
male,62,203.0,108.0,3.0,86.0,38.2,5.0,15.0
female,71,163.0,65.0,11.0,90.0,40.0,5.090909090909091,56.0
female,22,189.0,82.0,19.0,93.0,40.6,4.315789473684211,82.0
female,48,150.0,53.0,17.0,93.0,40.4,5.176470588235294,88.0
female,30,165.0,60.0,11.0,90.0,40.0,4.454545454545454,49.0
male,20,183.0,80.0,21.0,103.0,40.4,5.0476190476190474,106.0
female,39,164.0,58.0,22.0,99.0,40.6,5.590909090909091,123.0
female,35,160.0,61.0,11.0,98.0,40.3,5.363636363636363,59.0
female,34,160.0,57.0,5.0,84.0,39.4,4.0,20.0
female,35,162.0,63.0,8.0,83.0,39.5,3.75,30.0
female,44,173.0,75.0,27.0,115.0,40.7,7.148148148148148,193.0
female,28,164.0,64.0,27.0,107.0,40.9,6.185185185185185,167.0
male,47,182.0,89.0,17.0,100.0,40.0,6.117647058823529,104.0
female,48,147.0,54.0,14.0,101.0,40.1,6.0,84.0
male,27,172.0,75.0,3.0,92.0,38.6,3.6666666666666665,11.0
female,74,167.0,72.0,19.0,102.0,40.5,6.368421052631579,121.0
female,39,152.0,57.0,22.0,102.0,40.5,5.954545454545454,131.0
female,79,170.0,75.0,8.0,87.0,39.4,4.75,38.0
male,33,188.0,84.0,18.0,103.0,40.7,5.777777777777778,104.0
male,48,192.0,92.0,23.0,96.0,40.4,5.608695652173913,129.0
female,44,156.0,55.0,29.0,107.0,40.9,6.586206896551724,191.0
female,69,147.0,51.0,20.0,96.0,40.1,5.9,118.0
male,23,190.0,91.0,20.0,100.0,40.6,5.0,100.0
female,69,160.0,60.0,24.0,104.0,40.9,6.625,159.0
male,26,195.0,86.0,26.0,102.0,40.7,5.3076923076923075,138.0
male,71,198.0,103.0,22.0,111.0,41.0,9.227272727272727,203.0
male,38,190.0,94.0,28.0,118.0,40.7,8.5,238.0
male,53,180.0,85.0,13.0,94.0,40.0,5.384615384615385,70.0
female,43,151.0,50.0,2.0,72.0,37.9,3.0,6.0
female,24,174.0,72.0,5.0,89.0,39.3,4.0,20.0
male,65,179.0,80.0,6.0,91.0,39.5,5.333333333333333,32.0
male,37,181.0,76.0,5.0,79.0,39.6,2.2,11.0
female,77,175.0,75.0,11.0,95.0,39.9,5.636363636363637,62.0
male,35,180.0,86.0,17.0,101.0,40.4,5.588235294117647,95.0
female,78,156.0,56.0,24.0,96.0,40.7,6.0,144.0
male,26,183.0,76.0,16.0,102.0,40.4,5.125,82.0
female,72,146.0,53.0,12.0,94.0,40.1,5.75,69.0
female,27,170.0,66.0,10.0,92.0,40.0,4.5,45.0
female,21,171.0,66.0,16.0,97.0,40.2,4.9375,79.0
male,29,181.0,82.0,7.0,90.0,39.5,3.5714285714285716,25.0
female,39,135.0,43.0,12.0,91.0,39.9,4.916666666666667,59.0
female,28,157.0,49.0,7.0,89.0,39.2,4.428571428571429,31.0
male,20,170.0,75.0,27.0,103.0,40.9,4.962962962962963,134.0
female,63,176.0,70.0,5.0,85.0,39.0,4.4,22.0
female,24,151.0,50.0,28.0,101.0,40.7,5.642857142857143,158.0
male,43,175.0,79.0,7.0,96.0,39.7,5.142857142857143,36.0
male,43,187.0,88.0,8.0,95.0,40.0,5.125,41.0
male,58,181.0,84.0,11.0,78.0,39.9,3.1818181818181817,35.0
male,23,195.0,91.0,5.0,94.0,39.3,4.0,20.0
male,31,191.0,98.0,4.0,85.0,38.7,3.25,13.0
female,79,168.0,65.0,6.0,90.0,39.3,5.166666666666667,31.0
female,44,182.0,83.0,28.0,108.0,41.1,6.321428571428571,177.0
female,28,150.0,51.0,18.0,99.0,40.5,5.5,99.0
male,62,172.0,81.0,14.0,88.0,40.5,4.857142857142857,68.0
female,47,169.0,70.0,13.0,96.0,40.1,5.230769230769231,68.0
female,76,160.0,61.0,5.0,89.0,39.0,5.2,26.0
male,58,197.0,98.0,14.0,102.0,40.1,7.142857142857143,100.0
female,50,174.0,65.0,18.0,100.0,40.1,5.777777777777778,104.0
female,45,164.0,64.0,17.0,92.0,40.3,4.882352941176471,83.0
female,71,177.0,75.0,14.0,93.0,40.2,5.285714285714286,74.0
female,50,174.0,70.0,24.0,101.0,40.5,5.833333333333333,140.0
female,22,170.0,69.0,26.0,100.0,41.0,5.269230769230769,137.0
female,28,169.0,68.0,3.0,81.0,38.5,3.3333333333333335,10.0
female,39,165.0,65.0,19.0,106.0,40.4,6.2631578947368425,119.0
male,41,200.0,104.0,9.0,89.0,39.5,4.444444444444445,40.0
male,44,186.0,82.0,16.0,100.0,40.5,5.8125,93.0
female,56,160.0,63.0,4.0,84.0,38.7,4.25,17.0
female,38,163.0,63.0,19.0,105.0,40.5,6.157894736842105,117.0
male,59,184.0,86.0,26.0,101.0,40.8,6.769230769230769,176.0
male,71,177.0,83.0,17.0,100.0,40.0,7.117647058823529,121.0
male,57,203.0,107.0,22.0,96.0,40.7,6.363636363636363,140.0
female,47,176.0,76.0,7.0,78.0,39.0,3.2857142857142856,23.0
male,79,200.0,108.0,26.0,97.0,40.9,7.615384615384615,198.0
female,59,177.0,73.0,13.0,104.0,39.9,6.3076923076923075,82.0
male,34,192.0,93.0,21.0,91.0,40.6,4.190476190476191,88.0
female,33,158.0,59.0,20.0,96.0,40.5,5.15,103.0
male,28,184.0,88.0,1.0,86.0,37.7,3.0,3.0
female,23,170.0,67.0,3.0,88.0,38.3,4.0,12.0
male,30,199.0,104.0,4.0,89.0,39.3,4.0,16.0
female,36,173.0,71.0,11.0,86.0,39.7,4.0,44.0
male,48,179.0,78.0,10.0,85.0,40.1,3.6,36.0
male,38,187.0,93.0,7.0,84.0,39.5,3.2857142857142856,23.0
male,61,199.0,112.0,23.0,99.0,40.6,7.130434782608695,164.0
male,33,190.0,90.0,11.0,101.0,40.0,5.636363636363637,62.0
male,66,172.0,77.0,18.0,97.0,40.6,6.277777777777778,113.0
female,21,173.0,71.0,21.0,104.0,40.6,5.619047619047619,118.0
male,47,185.0,91.0,9.0,88.0,39.4,4.333333333333333,39.0
female,20,165.0,64.0,21.0,107.0,40.7,6.0476190476190474,127.0
male,31,191.0,93.0,14.0,94.0,40.1,4.5,63.0
male,59,183.0,88.0,22.0,101.0,40.8,6.818181818181818,150.0
male,30,170.0,76.0,19.0,101.0,40.5,5.157894736842105,98.0
female,58,175.0,71.0,26.0,105.0,40.8,6.384615384615385,166.0
male,45,190.0,87.0,14.0,98.0,40.0,5.642857142857143,79.0
male,34,187.0,91.0,12.0,94.0,39.9,4.583333333333333,55.0
female,74,173.0,68.0,10.0,91.0,39.9,5.2,52.0
female,46,161.0,60.0,22.0,96.0,40.5,5.363636363636363,118.0
female,23,173.0,72.0,28.0,110.0,40.9,6.285714285714286,176.0
male,38,186.0,82.0,17.0,95.0,40.1,4.764705882352941,81.0
male,72,195.0,103.0,6.0,93.0,39.6,6.5,39.0
female,74,164.0,67.0,6.0,84.0,39.4,4.5,27.0
female,50,170.0,66.0,6.0,85.0,39.5,4.166666666666667,25.0
female,38,175.0,74.0,16.0,99.0,40.5,5.375,86.0
male,65,187.0,98.0,29.0,108.0,41.3,8.379310344827585,243.0
female,21,172.0,63.0,9.0,91.0,39.7,4.333333333333333,39.0
female,33,151.0,51.0,16.0,88.0,40.3,4.4375,71.0
female,74,164.0,64.0,13.0,98.0,40.1,6.0,78.0
female,24,171.0,66.0,24.0,105.0,40.6,5.875,141.0
female,25,165.0,66.0,11.0,103.0,40.2,5.636363636363637,62.0
female,54,185.0,82.0,4.0,86.0,39.1,4.25,17.0
male,50,190.0,94.0,6.0,90.0,39.4,4.833333333333333,29.0
female,58,175.0,72.0,21.0,101.0,40.5,5.9523809523809526,125.0
male,45,176.0,80.0,30.0,112.0,41.0,7.633333333333334,229.0
male,23,195.0,97.0,3.0,83.0,38.5,2.6666666666666665,8.0
female,29,154.0,55.0,26.0,102.0,40.9,5.769230769230769,150.0
male,35,190.0,89.0,6.0,89.0,39.3,3.8333333333333335,23.0
male,46,197.0,99.0,5.0,85.0,38.6,4.0,20.0
female,44,157.0,61.0,6.0,85.0,39.2,4.166666666666667,25.0
male,67,192.0,92.0,24.0,108.0,40.7,8.333333333333334,200.0
female,60,164.0,62.0,23.0,103.0,40.8,6.3478260869565215,146.0
female,41,163.0,62.0,3.0,87.0,38.5,4.333333333333333,13.0
male,35,192.0,94.0,20.0,105.0,40.5,6.4,128.0
female,22,163.0,60.0,12.0,86.0,39.5,3.9166666666666665,47.0
female,60,141.0,46.0,6.0,86.0,39.5,4.666666666666667,28.0
female,35,164.0,63.0,26.0,110.0,40.5,6.653846153846154,173.0
female,51,166.0,65.0,25.0,91.0,40.5,4.88,122.0
female,67,161.0,57.0,18.0,94.0,40.3,5.555555555555555,100.0
female,32,163.0,60.0,11.0,100.0,39.4,5.545454545454546,61.0
female,65,165.0,61.0,12.0,98.0,40.0,5.916666666666667,71.0
male,27,180.0,78.0,25.0,103.0,40.3,5.36,134.0
male,70,192.0,93.0,29.0,114.0,40.8,9.413793103448276,273.0
male,49,202.0,104.0,18.0,101.0,40.7,6.666666666666667,120.0
female,49,166.0,68.0,5.0,90.0,38.9,4.6,23.0
male,41,188.0,91.0,20.0,106.0,40.5,6.75,135.0
